model,repeat,p_pos,roc_auc,average_precision,study,info_scale
ap_model,39,0.35,0.7335778057864042,0.5902177660623547,imbalance,
auc_model,0,0.5,0.7333059020644497,0.7186323615025421,imbalance,
ap_model,0,0.5,0.7300262306508347,0.7224559027172444,imbalance,
auc_model,1,0.5,0.7399272041171212,0.7078663678715899,imbalance,
ap_model,1,0.5,0.7402229733924456,0.7163883022926327,imbalance,
auc_model,2,0.5,0.7369754814126263,0.7296501691783719,imbalance,
ap_model,2,0.5,0.735047124272652,0.7362923839012103,imbalance,
auc_model,3,0.5,0.7374540865601545,0.7143423100061128,imbalance,
ap_model,3,0.5,0.7362406085054827,0.7198238800714661,imbalance,
auc_model,4,0.5,0.7317436633079656,0.7088327888707283,imbalance,
ap_model,4,0.5,0.73092143122792,0.7123946353172281,imbalance,
auc_model,5,0.5,0.726884867445461,0.7143784175504471,imbalance,
ap_model,5,0.5,0.7251078705118276,0.7205989241306993,imbalance,
auc_model,6,0.5,0.7469075001292025,0.721343699748695,imbalance,
ap_model,6,0.5,0.7476555146107627,0.7313668843056635,imbalance,
auc_model,7,0.5,0.742072756206727,0.7213063151995879,imbalance,
ap_model,7,0.5,0.7406469405495923,0.7312058375600432,imbalance,
auc_model,8,0.5,0.7397596455650587,0.7066105034656731,imbalance,
ap_model,8,0.5,0.7362696384906335,0.713341080924508,imbalance,
auc_model,9,0.5,0.7271980798079808,0.7170877344883931,imbalance,
ap_model,9,0.5,0.7277558955895589,0.7255920450540483,imbalance,
auc_model,10,0.5,0.7468282530737704,0.7200516157920194,imbalance,
ap_model,10,0.5,0.7443900486680328,0.7231570743952236,imbalance,
auc_model,11,0.5,0.743622574490298,0.7219996186101847,imbalance,
ap_model,11,0.5,0.741437285749143,0.7267504856545355,imbalance,
auc_model,12,0.5,0.7491840939836627,0.7304365774204373,imbalance,
ap_model,12,0.5,0.7465008067394325,0.7378528440655343,imbalance,
auc_model,13,0.5,0.7494863838929989,0.7186101766985012,imbalance,
ap_model,13,0.5,0.7491326127987374,0.7247404614592977,imbalance,
auc_model,14,0.5,0.753800460807373,0.7329030606358643,imbalance,
ap_model,14,0.5,0.7523607577721243,0.7434880202741055,imbalance,
auc_model,15,0.5,0.7297754578899343,0.7149920747663441,imbalance,
ap_model,15,0.5,0.7269644614594206,0.7183600591458456,imbalance,
auc_model,16,0.5,0.7453140394867115,0.7295301630394601,imbalance,
ap_model,16,0.5,0.7426561108035972,0.7253526173376651,imbalance,
auc_model,17,0.5,0.7386033981765437,0.7117647240973095,imbalance,
ap_model,17,0.5,0.7361881977901117,0.718972508005663,imbalance,
auc_model,18,0.5,0.7272652215479758,0.709734775609155,imbalance,
ap_model,18,0.5,0.726170622142397,0.7112999712126471,imbalance,
auc_model,19,0.5,0.7376910273723688,0.72194037062692,imbalance,
ap_model,19,0.5,0.7359161144617596,0.7276667679922776,imbalance,
auc_model,20,0.5,0.7428467039181588,0.7135620621519707,imbalance,
ap_model,20,0.5,0.7419349367699043,0.7269105428846944,imbalance,
auc_model,21,0.5,0.7372971248286455,0.7209776117498644,imbalance,
ap_model,21,0.5,0.7349514062870283,0.7254673194318213,imbalance,
auc_model,22,0.5,0.7468368928793712,0.7353476965192625,imbalance,
ap_model,22,0.5,0.7454043340786674,0.7377686041317016,imbalance,
auc_model,23,0.5,0.748930561500214,0.7249243086355717,imbalance,
ap_model,23,0.5,0.748199095167426,0.7310891143863996,imbalance,
auc_model,24,0.5,0.7395760994895473,0.7080409292313294,imbalance,
ap_model,24,0.5,0.7378569499101635,0.7171761697314816,imbalance,
auc_model,25,0.5,0.7362881248975999,0.7137423532332323,imbalance,
ap_model,25,0.5,0.7355914831141968,0.7206268394035965,imbalance,
auc_model,26,0.5,0.7314167287643816,0.707794859263355,imbalance,
ap_model,26,0.5,0.7290800838907193,0.7098708268636384,imbalance,
auc_model,27,0.5,0.7393469548818234,0.7110548060805446,imbalance,
ap_model,27,0.5,0.7358537265799563,0.7139609953419737,imbalance,
auc_model,28,0.5,0.7332702123233972,0.7137257795011598,imbalance,
ap_model,28,0.5,0.7315665050640809,0.7192556805016193,imbalance,
auc_model,29,0.5,0.7325783913565426,0.7090800996966311,imbalance,
ap_model,29,0.5,0.7300585834333733,0.7157386738472853,imbalance,
auc_model,30,0.5,0.7325945565506541,0.7141572034338677,imbalance,
ap_model,30,0.5,0.7296000303486299,0.7193529736795699,imbalance,
auc_model,31,0.5,0.7291235577652346,0.7031863364905795,imbalance,
ap_model,31,0.5,0.7274617916192775,0.7103128234947946,imbalance,
auc_model,32,0.5,0.7456039079147659,0.7247705182365324,imbalance,
ap_model,32,0.5,0.7459084136881345,0.7310146411390476,imbalance,
auc_model,33,0.5,0.7432515701613971,0.7141717013546987,imbalance,
ap_model,33,0.5,0.7420637485847267,0.7238707253770573,imbalance,
auc_model,34,0.5,0.7372980412964394,0.7042248070262875,imbalance,
ap_model,34,0.5,0.7356837498291321,0.7109806821174486,imbalance,
auc_model,35,0.5,0.7273991284153044,0.686008415192084,imbalance,
ap_model,35,0.5,0.7269164363728275,0.6985259807612358,imbalance,
auc_model,36,0.5,0.7407511320181123,0.7132010031571662,imbalance,
ap_model,36,0.5,0.740933774940399,0.7209364847256878,imbalance,
auc_model,37,0.5,0.7437953798179997,0.732163139894117,imbalance,
ap_model,37,0.5,0.7420413059109057,0.736045269777891,imbalance,
auc_model,38,0.5,0.737324027945604,0.7038048959832596,imbalance,
ap_model,38,0.5,0.7373345081870687,0.7177762732333126,imbalance,
auc_model,39,0.5,0.7338375395767924,0.7165648572464567,imbalance,
ap_model,39,0.5,0.7313714455691994,0.7176661732770819,imbalance,
auc_model,0,,0.5144975390437582,0.10783514336479405,feature_info,0.1
ap_model,0,,0.5144975390437582,0.10783514336479405,feature_info,0.1
auc_model,1,,0.4822827347698856,0.09940600878400742,feature_info,0.1
ap_model,1,,0.4822827347698856,0.09940600878400742,feature_info,0.1
auc_model,2,,0.5000002210442039,0.10604673310556237,feature_info,0.1
ap_model,2,,0.5000002210442039,0.10604673310556237,feature_info,0.1
auc_model,3,,0.5037668161434977,0.10820749747375366,feature_info,0.1
ap_model,3,,0.5037668161434977,0.10820749747375366,feature_info,0.1
auc_model,4,,0.5144060376281194,0.11209809420377415,feature_info,0.1
ap_model,4,,0.5144060376281194,0.11209809420377415,feature_info,0.1
auc_model,5,,0.49274212193589406,0.09067266826085457,feature_info,0.1
ap_model,5,,0.49274212193589406,0.09067266826085457,feature_info,0.1
auc_model,6,,0.5007649717983674,0.09787162461916674,feature_info,0.1
ap_model,6,,0.5007649717983674,0.09787162461916674,feature_info,0.1
auc_model,7,,0.48850070819821906,0.09586777076286927,feature_info,0.1
ap_model,7,,0.48850070819821906,0.09586777076286927,feature_info,0.1
auc_model,8,,0.4914337435745354,0.10166959122865989,feature_info,0.1
ap_model,8,,0.4914337435745354,0.10166959122865989,feature_info,0.1
auc_model,9,,0.5175468450485956,0.10082509760211356,feature_info,0.1
ap_model,9,,0.5175468450485956,0.10082509760211356,feature_info,0.1
auc_model,10,,0.5023369081828134,0.09226842780158627,feature_info,0.1
ap_model,10,,0.5023369081828134,0.09226842780158627,feature_info,0.1
auc_model,11,,0.489863356297381,0.09399127358049038,feature_info,0.1
ap_model,11,,0.489863356297381,0.09399127358049038,feature_info,0.1
auc_model,12,,0.4825478969390002,0.09006155687751805,feature_info,0.1
ap_model,12,,0.4825478969390002,0.09006155687751805,feature_info,0.1
auc_model,13,,0.49343436928430096,0.09982847939160405,feature_info,0.1
ap_model,13,,0.49343436928430096,0.09982847939160405,feature_info,0.1
auc_model,14,,0.5097157489340202,0.10279812384090567,feature_info,0.1
ap_model,14,,0.5097157489340202,0.10279812384090567,feature_info,0.1
auc_model,15,,0.49560473596758275,0.10369234533284322,feature_info,0.1
ap_model,15,,0.49560473596758275,0.10369234533284322,feature_info,0.1
auc_model,16,,0.47437434543285095,0.09677173928218877,feature_info,0.1
ap_model,16,,0.47437434543285095,0.09677173928218877,feature_info,0.1
auc_model,17,,0.49465765303728,0.10295174124583427,feature_info,0.1
ap_model,17,,0.49465765303728,0.10295174124583427,feature_info,0.1
auc_model,18,,0.48367423592032965,0.09878509645771641,feature_info,0.1
ap_model,18,,0.48367423592032965,0.09878509645771641,feature_info,0.1
auc_model,19,,0.4812140321726267,0.09534530997886878,feature_info,0.1
ap_model,19,,0.4812140321726267,0.09534530997886878,feature_info,0.1
auc_model,20,,0.5243810999690816,0.11115549599545917,feature_info,0.1
ap_model,20,,0.5243810999690816,0.11115549599545917,feature_info,0.1
auc_model,21,,0.5109075404280915,0.09999185765087276,feature_info,0.1
ap_model,21,,0.5109075404280915,0.09999185765087276,feature_info,0.1
auc_model,22,,0.5110332788075702,0.10026693495238982,feature_info,0.1
ap_model,22,,0.5110332788075702,0.10026693495238982,feature_info,0.1
auc_model,23,,0.49304807447788285,0.09741809757003395,feature_info,0.1
ap_model,23,,0.49304807447788285,0.09741809757003395,feature_info,0.1
auc_model,24,,0.4789220478789354,0.09306857198416577,feature_info,0.1
ap_model,24,,0.4789220478789354,0.09306857198416577,feature_info,0.1
auc_model,25,,0.5071673875761536,0.10275550526841307,feature_info,0.1
ap_model,25,,0.5071673875761536,0.10275550526841307,feature_info,0.1
auc_model,26,,0.49320931901603554,0.10296449285014406,feature_info,0.1
ap_model,26,,0.49320931901603554,0.10296449285014406,feature_info,0.1
auc_model,27,,0.48426290680268835,0.1008106718481423,feature_info,0.1
ap_model,27,,0.48426290680268835,0.1008106718481423,feature_info,0.1
auc_model,28,,0.49640804114134934,0.10606950964222575,feature_info,0.1
ap_model,28,,0.49640804114134934,0.10606950964222575,feature_info,0.1
auc_model,29,,0.5003974901076029,0.10520936865156975,feature_info,0.1
ap_model,29,,0.5003974901076029,0.10520936865156975,feature_info,0.1
auc_model,30,,0.49235279099752444,0.0944343814008139,feature_info,0.1
ap_model,30,,0.49235279099752444,0.0944343814008139,feature_info,0.1
auc_model,31,,0.4765696435535242,0.09370969376459218,feature_info,0.1
ap_model,31,,0.4765696435535242,0.09370969376459218,feature_info,0.1
auc_model,32,,0.521658132149951,0.10711156095397797,feature_info,0.1
ap_model,32,,0.521658132149951,0.10711156095397797,feature_info,0.1
auc_model,33,,0.5308650052339158,0.10809712927958391,feature_info,0.1
ap_model,33,,0.5308650052339158,0.10809712927958391,feature_info,0.1
auc_model,34,,0.5116762179867206,0.1016670159597046,feature_info,0.1
ap_model,34,,0.5116762179867206,0.1016670159597046,feature_info,0.1
auc_model,35,,0.4964455207183715,0.10178112376884581,feature_info,0.1
ap_model,35,,0.4964455207183715,0.10178112376884581,feature_info,0.1
auc_model,36,,0.4775229866298798,0.08057597027401973,feature_info,0.1
ap_model,36,,0.4775229866298798,0.08057597027401973,feature_info,0.1
auc_model,37,,0.4859532266189243,0.09415879481560281,feature_info,0.1
ap_model,37,,0.4859532266189243,0.09415879481560281,feature_info,0.1
auc_model,38,,0.5132546686311452,0.10764525944375286,feature_info,0.1
ap_model,38,,0.5132546686311452,0.10764525944375286,feature_info,0.1
auc_model,39,,0.4837546567948097,0.10045858680402722,feature_info,0.1
ap_model,39,,0.4837546567948097,0.10045858680402722,feature_info,0.1
auc_model,0,,0.5533907108063153,0.1263535084364697,feature_info,0.3
ap_model,0,,0.5552062569305101,0.12542545665702176,feature_info,0.3
auc_model,1,,0.5457275570518413,0.11665014558710475,feature_info,0.3
ap_model,1,,0.5505139170631883,0.11912552647187812,feature_info,0.3
auc_model,2,,0.5507726609869302,0.11802477740680357,feature_info,0.3
ap_model,2,,0.5552567987353223,0.11994012643668993,feature_info,0.3
auc_model,3,,0.5586500849649858,0.12311232010586023,feature_info,0.3
ap_model,3,,0.5675871026398676,0.12727082477053592,feature_info,0.3
auc_model,4,,0.562981985932654,0.11232471390415577,feature_info,0.3
ap_model,4,,0.5655335079025494,0.11354841493978693,feature_info,0.3
auc_model,5,,0.5674706092219927,0.12773079114891686,feature_info,0.3
ap_model,5,,0.5727208972024304,0.13177592136089106,feature_info,0.3
auc_model,6,,0.5463893092971894,0.1135213029550428,feature_info,0.3
ap_model,6,,0.5489974102848686,0.11240023667350216,feature_info,0.3
auc_model,7,,0.547632452365773,0.1165698528741863,feature_info,0.3
ap_model,7,,0.5506996675686191,0.11766905153756047,feature_info,0.3
auc_model,8,,0.5524679476201894,0.11288628743420129,feature_info,0.3
ap_model,8,,0.5544434930529393,0.11465715778471224,feature_info,0.3
auc_model,9,,0.5254134969264315,0.11625600932836672,feature_info,0.3
ap_model,9,,0.5364229339408988,0.12017507527102438,feature_info,0.3
auc_model,10,,0.5467288250289194,0.11154681450189169,feature_info,0.3
ap_model,10,,0.5574274710849798,0.11260796950795338,feature_info,0.3
auc_model,11,,0.541578555679494,0.11856873434261928,feature_info,0.3
ap_model,11,,0.545811569413532,0.12014115915937248,feature_info,0.3
auc_model,12,,0.5378380977746212,0.11364263475657077,feature_info,0.3
ap_model,12,,0.5425927473262032,0.1144372324609188,feature_info,0.3
auc_model,13,,0.5456493890421757,0.12165449625179899,feature_info,0.3
ap_model,13,,0.5536496258877387,0.1233138944711494,feature_info,0.3
auc_model,14,,0.5535542858316264,0.12146580238710297,feature_info,0.3
ap_model,14,,0.5564888111995812,0.12119169379977171,feature_info,0.3
auc_model,15,,0.5230693656160734,0.10660028852380006,feature_info,0.3
ap_model,15,,0.5270197227571625,0.10940742171742741,feature_info,0.3
auc_model,16,,0.523896340339233,0.09935940804642168,feature_info,0.3
ap_model,16,,0.5238119929941003,0.09854812359625584,feature_info,0.3
auc_model,17,,0.5269335555555555,0.10535364312840964,feature_info,0.3
ap_model,17,,0.530602,0.10604812730954254,feature_info,0.3
auc_model,18,,0.5277672954279584,0.10818550737869309,feature_info,0.3
ap_model,18,,0.54060959656131,0.11095119261686605,feature_info,0.3
auc_model,19,,0.5408470532184918,0.12018730692205848,feature_info,0.3
ap_model,19,,0.5486560897886559,0.1203838351214912,feature_info,0.3
auc_model,20,,0.5199228970892021,0.09802744819845391,feature_info,0.3
ap_model,20,,0.529208833059113,0.1000072359454504,feature_info,0.3
auc_model,21,,0.5345869447901409,0.11428215738073164,feature_info,0.3
ap_model,21,,0.5403367878500864,0.11423683230184403,feature_info,0.3
auc_model,22,,0.5335645510513246,0.11701510502928097,feature_info,0.3
ap_model,22,,0.5365647721781073,0.11758370644069538,feature_info,0.3
auc_model,23,,0.5626212654532967,0.11944767943056968,feature_info,0.3
ap_model,23,,0.5623529790521978,0.11901953487408398,feature_info,0.3
auc_model,24,,0.5378803642448202,0.11226612648780691,feature_info,0.3
ap_model,24,,0.5408365554048975,0.11167329533342865,feature_info,0.3
auc_model,25,,0.545592,0.1087167700465303,feature_info,0.3
ap_model,25,,0.5534191111111111,0.11070026559727389,feature_info,0.3
auc_model,26,,0.5362185612677102,0.1079532497510121,feature_info,0.3
ap_model,26,,0.5438417188980603,0.10956581683615338,feature_info,0.3
auc_model,27,,0.541976687104754,0.11117414061191414,feature_info,0.3
ap_model,27,,0.5478232451502513,0.11421244743978379,feature_info,0.3
auc_model,28,,0.5301078913178557,0.10732824416530598,feature_info,0.3
ap_model,28,,0.5359892214596396,0.10825542862279361,feature_info,0.3
auc_model,29,,0.5397395809765148,0.1114405988811936,feature_info,0.3
ap_model,29,,0.5476035114711073,0.11359847946728499,feature_info,0.3
auc_model,30,,0.5326673087050303,0.10564258582131224,feature_info,0.3
ap_model,30,,0.5392964449830834,0.10872811657303892,feature_info,0.3
auc_model,31,,0.5510558603463392,0.12164856500673597,feature_info,0.3
ap_model,31,,0.5552815806752467,0.12183912650001906,feature_info,0.3
auc_model,32,,0.5550011335408755,0.1174129189167715,feature_info,0.3
ap_model,32,,0.5652637822820684,0.11987863389139615,feature_info,0.3
auc_model,33,,0.5617449629074549,0.11546991058908657,feature_info,0.3
ap_model,33,,0.5636117721584002,0.11696777210218035,feature_info,0.3
auc_model,34,,0.5379082222222222,0.11327207273635184,feature_info,0.3
ap_model,34,,0.5464115555555555,0.11594953443371904,feature_info,0.3
auc_model,35,,0.5437245197946035,0.11012018938734008,feature_info,0.3
ap_model,35,,0.5481195931417816,0.11137508342655775,feature_info,0.3
auc_model,36,,0.536852793121716,0.117038512906948,feature_info,0.3
ap_model,36,,0.5430629869212339,0.11643958769261992,feature_info,0.3
auc_model,37,,0.5380518997903535,0.10910712673122736,feature_info,0.3
ap_model,37,,0.539300839287342,0.10902295866376371,feature_info,0.3
auc_model,38,,0.5441215555555555,0.10984395603810011,feature_info,0.3
ap_model,38,,0.555182,0.1139819945415482,feature_info,0.3
auc_model,39,,0.5576331847171143,0.11298655660959801,feature_info,0.3
ap_model,39,,0.558465823805379,0.11394285960726433,feature_info,0.3
auc_model,0,,0.575258467023173,0.12360406917371293,feature_info,0.5
ap_model,0,,0.575258467023173,0.12360406917371293,feature_info,0.5
auc_model,1,,0.6086527730082417,0.1467486046100267,feature_info,0.5
ap_model,1,,0.6086527730082417,0.1467486046100267,feature_info,0.5
auc_model,2,,0.6188905207575517,0.13143321281024195,feature_info,0.5
ap_model,2,,0.6188905207575517,0.13143321281024195,feature_info,0.5
auc_model,3,,0.6046595906893761,0.13680960548231358,feature_info,0.5
ap_model,3,,0.6046595906893761,0.13680960548231358,feature_info,0.5
auc_model,4,,0.580836090594324,0.12688060301965423,feature_info,0.5
ap_model,4,,0.580836090594324,0.12688060301965423,feature_info,0.5
auc_model,5,,0.5835702032817683,0.12919731947410282,feature_info,0.5
ap_model,5,,0.5835702032817683,0.12919731947410282,feature_info,0.5
auc_model,6,,0.5929052464239817,0.13151801983843076,feature_info,0.5
ap_model,6,,0.5929052464239817,0.13151801983843076,feature_info,0.5
auc_model,7,,0.5828094561106973,0.12216364368937968,feature_info,0.5
ap_model,7,,0.5828094561106973,0.12216364368937968,feature_info,0.5
auc_model,8,,0.5838719344898906,0.13504009721975418,feature_info,0.5
ap_model,8,,0.5838719344898906,0.13504009721975418,feature_info,0.5
auc_model,9,,0.5867704032944008,0.13185330705033144,feature_info,0.5
ap_model,9,,0.5867704032944008,0.13185330705033144,feature_info,0.5
auc_model,10,,0.5875095645165326,0.1268672681553479,feature_info,0.5
ap_model,10,,0.5875095645165326,0.1268672681553479,feature_info,0.5
auc_model,11,,0.5875818604022389,0.12728996418701405,feature_info,0.5
ap_model,11,,0.5875818604022389,0.12728996418701405,feature_info,0.5
auc_model,12,,0.5575392432819929,0.11373068369447073,feature_info,0.5
ap_model,12,,0.5575392432819929,0.11373068369447073,feature_info,0.5
auc_model,13,,0.5924613204264986,0.13926151102761586,feature_info,0.5
ap_model,13,,0.5924613204264986,0.13926151102761586,feature_info,0.5
auc_model,14,,0.5904856058921159,0.13076778377096604,feature_info,0.5
ap_model,14,,0.5904856058921159,0.13076778377096604,feature_info,0.5
auc_model,15,,0.595330878394196,0.14140778286626432,feature_info,0.5
ap_model,15,,0.595330878394196,0.14140778286626432,feature_info,0.5
auc_model,16,,0.5944458685330896,0.1247026208472232,feature_info,0.5
ap_model,16,,0.5944458685330896,0.1247026208472232,feature_info,0.5
auc_model,17,,0.5881578246917074,0.12579821840931482,feature_info,0.5
ap_model,17,,0.5881578246917074,0.12579821840931482,feature_info,0.5
auc_model,18,,0.5991789982753839,0.1386353401727958,feature_info,0.5
ap_model,18,,0.5991789982753839,0.1386353401727958,feature_info,0.5
auc_model,19,,0.601734584537455,0.13666784006550275,feature_info,0.5
ap_model,19,,0.601734584537455,0.13666784006550275,feature_info,0.5
auc_model,20,,0.5894366260916784,0.12903886061830055,feature_info,0.5
ap_model,20,,0.5894366260916784,0.12903886061830055,feature_info,0.5
auc_model,21,,0.6072279048089811,0.14143423220170978,feature_info,0.5
ap_model,21,,0.6072279048089811,0.14143423220170978,feature_info,0.5
auc_model,22,,0.6057726502339313,0.13859183263712965,feature_info,0.5
ap_model,22,,0.6057726502339313,0.13859183263712965,feature_info,0.5
auc_model,23,,0.576535205213527,0.1264553758850781,feature_info,0.5
ap_model,23,,0.576535205213527,0.1264553758850781,feature_info,0.5
auc_model,24,,0.6112810646396483,0.14718076975584088,feature_info,0.5
ap_model,24,,0.6112810646396483,0.14718076975584088,feature_info,0.5
auc_model,25,,0.5759185936015205,0.11764645568356666,feature_info,0.5
ap_model,25,,0.5759185936015205,0.11764645568356666,feature_info,0.5
auc_model,26,,0.5951917990950086,0.11978521447994625,feature_info,0.5
ap_model,26,,0.5951917990950086,0.11978521447994625,feature_info,0.5
auc_model,27,,0.574724142699115,0.11704303827473321,feature_info,0.5
ap_model,27,,0.574724142699115,0.11704303827473321,feature_info,0.5
auc_model,28,,0.5768947335793588,0.13855214478047162,feature_info,0.5
ap_model,28,,0.5768947335793588,0.13855214478047162,feature_info,0.5
auc_model,29,,0.595963391667309,0.13328862113369894,feature_info,0.5
ap_model,29,,0.595963391667309,0.13328862113369894,feature_info,0.5
auc_model,30,,0.5883195029217047,0.13284124165644814,feature_info,0.5
ap_model,30,,0.5883195029217047,0.13284124165644814,feature_info,0.5
auc_model,31,,0.5947440726393816,0.1402081551526885,feature_info,0.5
ap_model,31,,0.5947440726393816,0.1402081551526885,feature_info,0.5
auc_model,32,,0.5807380569801447,0.1320545037853117,feature_info,0.5
ap_model,32,,0.5807380569801447,0.1320545037853117,feature_info,0.5
auc_model,33,,0.6257873561842504,0.14821423780511508,feature_info,0.5
ap_model,33,,0.6257873561842504,0.14821423780511508,feature_info,0.5
auc_model,34,,0.6027023448823132,0.14421145636197394,feature_info,0.5
ap_model,34,,0.6027023448823132,0.14421145636197394,feature_info,0.5
auc_model,35,,0.5754565421641974,0.1291699675979599,feature_info,0.5
ap_model,35,,0.5754565421641974,0.1291699675979599,feature_info,0.5
auc_model,36,,0.5844528582978978,0.12235508041357823,feature_info,0.5
ap_model,36,,0.5844528582978978,0.12235508041357823,feature_info,0.5
auc_model,37,,0.5936606768649257,0.1252471809332063,feature_info,0.5
ap_model,37,,0.5936606768649257,0.1252471809332063,feature_info,0.5
auc_model,38,,0.6060422525907523,0.13364716451182743,feature_info,0.5
ap_model,38,,0.6060422525907523,0.13364716451182743,feature_info,0.5
auc_model,39,,0.568588169225692,0.11523021756183285,feature_info,0.5
ap_model,39,,0.568588169225692,0.11523021756183285,feature_info,0.5
auc_model,0,,0.6519758881880604,0.1797174192273449,feature_info,0.8
ap_model,0,,0.6494767743907606,0.17872127535445492,feature_info,0.8
auc_model,1,,0.6812458960616142,0.20289957821947432,feature_info,0.8
ap_model,1,,0.6764921908718959,0.1943730055987562,feature_info,0.8
auc_model,2,,0.6558014956111852,0.18507644257851086,feature_info,0.8
ap_model,2,,0.6509190629852752,0.17887256130882434,feature_info,0.8
auc_model,3,,0.6838801460841533,0.19043065476169507,feature_info,0.8
ap_model,3,,0.6755772165608231,0.17730820020257415,feature_info,0.8
auc_model,4,,0.6649238607910007,0.1865233547127692,feature_info,0.8
ap_model,4,,0.664353606163951,0.18383070576801294,feature_info,0.8
auc_model,5,,0.6780998189307536,0.2039229991391098,feature_info,0.8
ap_model,5,,0.6711922706516328,0.19350146456226655,feature_info,0.8
auc_model,6,,0.6773404914981794,0.21213873022829896,feature_info,0.8
ap_model,6,,0.6750465704959678,0.20113421591974687,feature_info,0.8
auc_model,7,,0.6816819150192432,0.20830649569614582,feature_info,0.8
ap_model,7,,0.6767178047288989,0.1991765928653351,feature_info,0.8
auc_model,8,,0.6567199410450681,0.18051494767204673,feature_info,0.8
ap_model,8,,0.6501258195320098,0.1762729943728863,feature_info,0.8
auc_model,9,,0.6730785131879456,0.2231636747803793,feature_info,0.8
ap_model,9,,0.6676271272003119,0.21979042459620768,feature_info,0.8
auc_model,10,,0.6649494014643349,0.1769513240959265,feature_info,0.8
ap_model,10,,0.6651129319638258,0.17470847381442386,feature_info,0.8
auc_model,11,,0.6503139284675779,0.1768916237859245,feature_info,0.8
ap_model,11,,0.6496220994475138,0.168746211179462,feature_info,0.8
auc_model,12,,0.6878545723606767,0.2106666434990782,feature_info,0.8
ap_model,12,,0.6795439410755726,0.2030582681956782,feature_info,0.8
auc_model,13,,0.6603316738722216,0.18927808491251774,feature_info,0.8
ap_model,13,,0.6531320144984498,0.1809387917600947,feature_info,0.8
auc_model,14,,0.6771465958212947,0.20215090735646868,feature_info,0.8
ap_model,14,,0.6748583781716311,0.19517285493803144,feature_info,0.8
auc_model,15,,0.6706777680434245,0.20948100495284197,feature_info,0.8
ap_model,15,,0.6680153592081716,0.2053676594146395,feature_info,0.8
auc_model,16,,0.6605118814757791,0.18026390193155165,feature_info,0.8
ap_model,16,,0.6607758166027917,0.1759406858552635,feature_info,0.8
auc_model,17,,0.6554639837772367,0.18763194473281858,feature_info,0.8
ap_model,17,,0.653607996981491,0.1845876079527356,feature_info,0.8
auc_model,18,,0.6459554136738496,0.1750163251354862,feature_info,0.8
ap_model,18,,0.6494044160681032,0.1791756116310686,feature_info,0.8
auc_model,19,,0.6522269485123009,0.19775924146077703,feature_info,0.8
ap_model,19,,0.6495825350954096,0.18790421503724158,feature_info,0.8
auc_model,20,,0.6790127644577584,0.19692828007906393,feature_info,0.8
ap_model,20,,0.674887388627628,0.19204278385941725,feature_info,0.8
auc_model,21,,0.6542640367445055,0.19541003919255565,feature_info,0.8
ap_model,21,,0.6486034083104395,0.18774895998316818,feature_info,0.8
auc_model,22,,0.6866399380113317,0.20130168925661923,feature_info,0.8
ap_model,22,,0.6818337933230254,0.19589886772203527,feature_info,0.8
auc_model,23,,0.6648282470610793,0.18928498190579784,feature_info,0.8
ap_model,23,,0.6609484582869385,0.18367045939689447,feature_info,0.8
auc_model,24,,0.6708468336080913,0.19362078845156078,feature_info,0.8
ap_model,24,,0.6703532419006087,0.1891570234051508,feature_info,0.8
auc_model,25,,0.6535951962937077,0.1993901523101371,feature_info,0.8
ap_model,25,,0.6523276165856043,0.19776043091467682,feature_info,0.8
auc_model,26,,0.6504569550291228,0.17141879761917675,feature_info,0.8
ap_model,26,,0.6509081240735537,0.16432889971622636,feature_info,0.8
auc_model,27,,0.6738202445970084,0.1950697289756234,feature_info,0.8
ap_model,27,,0.6663143763847423,0.18783810554029312,feature_info,0.8
auc_model,28,,0.6677191391046813,0.22190176055511013,feature_info,0.8
ap_model,28,,0.6605803307610536,0.2112316074938801,feature_info,0.8
auc_model,29,,0.6568703313541466,0.17288254471293346,feature_info,0.8
ap_model,29,,0.6533777054204175,0.17243891645093434,feature_info,0.8
auc_model,30,,0.6871180858485028,0.20316760794852165,feature_info,0.8
ap_model,30,,0.6861827585776247,0.19417224640073838,feature_info,0.8
auc_model,31,,0.6557270457596063,0.19358902140672618,feature_info,0.8
ap_model,31,,0.6575107056649456,0.18831227508256138,feature_info,0.8
auc_model,32,,0.6593885395213603,0.1877487960099244,feature_info,0.8
ap_model,32,,0.6564303571625238,0.1834074429685116,feature_info,0.8
auc_model,33,,0.6821587069765576,0.2086499577709845,feature_info,0.8
ap_model,33,,0.6775124395798349,0.20043602779840933,feature_info,0.8
auc_model,34,,0.6585053976103264,0.18202568206187358,feature_info,0.8
ap_model,34,,0.6571098975947967,0.1781492634029501,feature_info,0.8
auc_model,35,,0.6738939568724875,0.18885303125610392,feature_info,0.8
ap_model,35,,0.6679694249883745,0.18498662326932394,feature_info,0.8
auc_model,36,,0.6790433654792488,0.1960046481242833,feature_info,0.8
ap_model,36,,0.6713770338264248,0.18742403416386288,feature_info,0.8
auc_model,37,,0.6724052747427914,0.20105155598531158,feature_info,0.8
ap_model,37,,0.6626175030731651,0.19361755060195363,feature_info,0.8
auc_model,38,,0.6727218742166525,0.19948187196878603,feature_info,0.8
ap_model,38,,0.6689475069381423,0.18972083387527505,feature_info,0.8
auc_model,39,,0.6453532840705806,0.17400275007078705,feature_info,0.8
ap_model,39,,0.6437092159294194,0.1689052599838583,feature_info,0.8
