depth,l2_leaf_reg,feature,importance
4,30,x02,1.294796014692078
4,30,x03,3.0500100161436583
4,30,x04,0.21405776201467355
4,30,x05,12.040188385459592
4,30,x06,4.491061577837176
4,30,x07,3.2218486312271546
4,30,x08,1.6109544468228751
4,30,x09,3.218874130596899
4,30,x10,1.8312284112174149
4,30,x11,1.6736509013954974
4,30,x12,1.1526422052129663
4,30,x13,2.7916786846105617
4,30,x14,1.7364588243685484
4,30,x15,2.4491330687558905
4,30,x16,0.7157968227750605
4,30,x17,4.2983688664325745
4,30,x18,8.796682728147617
4,30,x19,3.7285043459115284
4,30,x20,2.2809322752777113
4,30,x21,3.011429112380709
4,30,x22,2.3289480115580097
4,30,x23,0.9116791856624263
4,30,x24,2.541452803473425
4,30,x25,2.5205398721703887
4,30,x26,1.1556440996671216
4,30,x27,2.101633019175073
4,30,x28,2.9671087046498767
4,30,x29,1.045783077881627
4,30,x30,1.9057257464399309
4,30,x31,3.845190103467775
4,30,x32,2.524298399631229
4,30,x33,1.662124349921183
4,30,x34,1.2980279097076366
4,30,x35,1.488849376356473
4,30,x36,1.6303166699389688
4,30,x37,1.6152237881274814
4,30,x38,1.1985131146337191
4,30,x39,0.4064654490173414
4,100,x00,1.3795864516536325
4,100,x01,0.8398807389781647
4,100,x02,3.6140773025228783
4,100,x03,3.1307105630440053
4,100,x04,0.47361596989269183
4,100,x05,9.38449689628568
4,100,x06,3.9168316794619584
4,100,x07,2.381833882434161
4,100,x08,2.833337177806674
4,100,x09,3.8494229904509054
4,100,x10,3.0955902172389984
4,100,x11,1.7897892859746292
4,100,x12,1.5110805380933172
4,100,x13,2.989600296365608
4,100,x14,3.473514463186789
4,100,x15,4.08328872682271
4,100,x16,0.47570305903402105
4,100,x17,3.037772778866103
4,100,x18,7.178474979095434
4,100,x19,1.8348558871866325
4,100,x20,1.8092288874695854
4,100,x21,2.6208614681528757
4,100,x22,2.9784937058329914
4,100,x23,2.245541314881539
4,100,x24,2.4606208612771137
4,100,x25,3.433446442620062
4,100,x26,3.0333566639841867
4,100,x27,1.9348569038712133
4,100,x28,1.3679266186107786
4,100,x29,1.451583209833204
4,100,x30,1.7764843619971606
4,100,x31,1.7609733344195604
4,100,x32,1.8331325589918044
4,100,x33,1.964552626577399
4,100,x34,1.8443133879505635
4,100,x35,1.8846411585846623
4,100,x36,0.6783619006327595
4,100,x37,2.0874598221758016
4,100,x38,0.9336225102689854
4,100,x39,0.6270783774727202
5,1,x00,3.5644853069669655
5,1,x01,1.9010045119388657
5,1,x02,1.2017577498271452
5,1,x03,4.265346151978999
5,1,x04,1.1674295538374209
5,1,x05,4.80101968299939
5,1,x06,3.0267635584654986
5,1,x07,3.0223760090343954
5,1,x08,1.3345878109602092
5,1,x09,2.066070887120592
5,1,x10,1.5537408860440938
5,1,x11,2.7822508376331174
5,1,x12,2.6626013524473127
5,1,x13,1.5406883192708254
5,1,x14,2.4129354200842723
5,1,x15,0.8445034835631066
5,1,x16,1.886383547382448
5,1,x17,2.7158816893804194
5,1,x18,5.13784063643117
5,1,x19,2.575587913064378
5,1,x20,2.3236353652685504
5,1,x21,3.0668351879427553
5,1,x22,2.2615097655868577
5,1,x23,1.0868775447610357
5,1,x24,4.2029252511916235
5,1,x25,2.371684860282087
5,1,x26,1.3089365062753744
5,1,x27,4.514549521830527
5,1,x28,2.1528657595837144
5,1,x29,1.6923267248088691
5,1,x30,2.92719884056709
5,1,x31,2.404095505062158
5,1,x32,2.056069161260797
5,1,x33,3.1029632777548026
5,1,x34,2.5806066846018583
5,1,x35,1.1369959376493446
5,1,x36,2.9036605776801636
5,1,x37,2.5496710264745475
5,1,x38,3.0510683193034986
5,1,x39,1.8422688736837394
5,3,x00,2.7165033654367674
5,3,x01,1.7005027752790034
5,3,x02,1.4889084272092739
5,3,x03,2.947022083827122
5,3,x04,1.3327251982180228
5,3,x05,6.6460196074205
5,3,x06,2.6918333694649585
5,3,x07,1.5657390103704352
5,3,x08,0.909192419681288
5,3,x09,2.404035556193013
5,3,x10,1.5149634911724266
5,3,x11,2.8769808078114796
5,3,x12,1.8625047353223902
5,3,x13,1.9383403168174829
5,3,x14,3.0316700601340187
5,3,x15,0.5415148398136883
5,3,x16,1.028396576604803
5,3,x17,3.467294177675433
5,3,x18,5.614206876288635
5,3,x19,3.3449171639833697
5,3,x20,1.5908506245696172
5,3,x21,3.430251543383443
5,3,x22,2.582232497754047
5,3,x23,0.5991885462535003
5,3,x24,4.299348161121232
5,3,x25,2.7520201894806826
5,3,x26,2.1001219536203464
5,3,x27,5.410998037753148
5,3,x28,1.762995613924234
5,3,x29,1.0239553298966146
5,3,x30,2.1536761365338495
5,3,x31,4.105050536221561
5,3,x32,2.083630281223244
5,3,x33,3.4461152236634325
5,3,x34,1.6759549500951934
5,3,x35,0.817222492633406
5,3,x36,3.0562662034979904
5,3,x37,2.3762421573720376
5,3,x38,2.472560144608626
5,3,x39,2.6380485176696555
5,10,x00,3.499062449056129
5,10,x01,1.3308512780168635
5,10,x02,1.3894043304095154
5,10,x03,3.753717226589903
5,10,x04,0.830305682863154
5,10,x05,8.679782501744592
5,10,x06,3.514108608649348
5,10,x07,2.3931677356017107
5,10,x08,1.3999490621803703
5,10,x09,2.80429898345987
5,10,x10,1.652581373594363
5,10,x11,1.7490768698689991
5,10,x12,2.388783949695134
5,10,x13,1.9796889231603607
5,10,x14,2.651525043794226
5,10,x15,0.3850900657537352
5,10,x16,1.6119048802392453
5,10,x17,3.710652094135379
5,10,x18,6.336960358064663
5,10,x19,3.1743488802918973
5,10,x20,0.6471879993535473
5,10,x21,4.590286334075535
5,10,x22,2.2049663049351613
5,10,x23,0.36661069608110697
5,10,x24,3.378903004213787
5,10,x25,2.5711809199532243
5,10,x26,1.7300053703771001
5,10,x27,3.6078595528028874
5,10,x28,1.9299857285260276
5,10,x29,0.5060872695932668
5,10,x30,2.8952922221440263
5,10,x31,3.136018353461958
5,10,x32,1.9890870185727823
5,10,x33,3.891945813797617
5,10,x34,1.9813357496908628
5,10,x35,0.6279896128695098
5,10,x36,2.4695836332823142
5,10,x37,2.28475105546345
5,10,x38,2.6529820777607145
5,10,x39,1.302680985875645
5,30,x00,3.21922018993258
5,30,x01,1.052333168373049
5,30,x02,1.4961759808519755
5,30,x03,3.4232077825951652
5,30,x04,1.5574188003424512
5,30,x05,9.161050966088652
5,30,x06,3.9467150098182784
5,30,x07,3.323233527064202
5,30,x08,1.1025609527093807
5,30,x09,3.861328185223871
5,30,x10,1.3155848956551657
5,30,x11,1.5809581972333147
5,30,x12,2.1457881628359856
5,30,x13,2.199862021150284
5,30,x14,2.134338378844327
5,30,x15,0.7410991191394173
5,30,x16,1.5394907262477513
5,30,x17,2.9611094596580854
5,30,x18,7.25455755073602
5,30,x19,3.3899108148508397
5,30,x20,0.8476911628014322
5,30,x21,3.4066287847899264
5,30,x22,3.3622856765065294
5,30,x23,1.0945734750345086
5,30,x24,2.3078302801044686
5,30,x25,3.122287870858858
5,30,x26,0.960755170677002
5,30,x27,3.900193423364365
5,30,x28,3.4162622086593206
5,30,x29,0.5480739678140615
5,30,x30,2.0759978030591406
5,30,x31,2.800292014041887
5,30,x32,2.161030464727805
5,30,x33,3.238715271771742
5,30,x34,1.5785593872663457
5,30,x35,0.6659196724488609
5,30,x36,1.7240556272715577
5,30,x37,2.030735384062965
5,30,x38,2.527111248280166
5,30,x39,0.8250572171082655
5,100,x00,4.568454880960355
5,100,x01,1.2614973486443548
5,100,x02,2.9418073364015545
5,100,x03,2.818120647012677
5,100,x04,2.894932701186315
5,100,x05,7.541173998317055
5,100,x06,2.379292981920406
5,100,x07,4.284292975300462
5,100,x08,1.3693805785811617
5,100,x09,4.578083052539202
5,100,x10,1.307975490251338
5,100,x11,1.5224032055023644
5,100,x12,3.2782511097395166
5,100,x13,2.4176302111705263
5,100,x14,2.680692528304712
5,100,x15,0.7776354508573855
5,100,x16,1.2458363036747588
5,100,x17,1.9769843551644437
5,100,x18,5.730097521634003
5,100,x19,3.5126245337521094
5,100,x20,1.2504479756124056
5,100,x21,2.5887196806351613
5,100,x22,2.9638311603078837
5,100,x23,1.5876413410009256
5,100,x24,1.2857290952102869
5,100,x25,1.3420360353170602
5,100,x26,1.5750440119695883
5,100,x27,3.6512342908078126
5,100,x28,1.635575415734654
5,100,x29,0.827799732415801
5,100,x30,3.0789467873918586
5,100,x31,3.823266828771356
5,100,x32,1.5477964046658477
5,100,x33,4.340053183895323
5,100,x34,1.762399680366555
5,100,x35,1.110138912521789
5,100,x36,0.8067350780873335
5,100,x37,3.2537344455450476
5,100,x38,1.4743241257019823
5,100,x39,1.0073786031266132
6,1,x00,3.2688821108073545
6,1,x01,2.0117341981429213
6,1,x02,1.4675249855574661
6,1,x03,4.331867846618115
6,1,x04,1.0779108046265569
6,1,x05,4.819155797271357
6,1,x06,2.2937088395127336
6,1,x07,2.838404528174038
6,1,x08,0.9999966283004988
6,1,x09,1.4971125173896276
6,1,x10,2.339788641519976
6,1,x11,2.0008787668847203
6,1,x12,2.2360403045873025
6,1,x13,2.7358500521163145
6,1,x14,1.8273238685236546
6,1,x15,1.3459647198395914
6,1,x16,1.2991254932865874
6,1,x17,3.772666344793473
6,1,x18,4.244865041239256
6,1,x19,4.346021769116327
6,1,x20,2.863436392311845
6,1,x21,3.6927613310445295
6,1,x22,2.216256398829393
6,1,x23,1.3104112821932494
6,1,x24,3.535081481607602
6,1,x25,2.794198849748791
6,1,x26,1.1870885987075164
6,1,x27,3.565783269945572
6,1,x28,2.587689903140119
6,1,x29,1.4503802524010294
6,1,x30,2.0072084451108867
6,1,x31,2.536674717939043
6,1,x32,2.5704312912680565
6,1,x33,2.328525541884921
6,1,x34,2.390668318752751
6,1,x35,1.724402695065837
6,1,x36,2.8243971185576
6,1,x37,1.9217917014323316
6,1,x38,2.869274537392188
6,1,x39,2.8687146143588844
6,3,x00,3.237146688030912
6,3,x01,2.0096159446298074
6,3,x02,1.8434091917582227
6,3,x03,3.9987702673127083
6,3,x04,1.0841213028561585
6,3,x05,5.899582280721247
6,3,x06,3.0038744776149082
6,3,x07,1.7390221015548177
6,3,x08,0.7843631268593089
6,3,x09,3.119565874756377
6,3,x10,2.6975878423468074
6,3,x11,2.447634745967198
6,3,x12,2.0810683086273287
6,3,x13,2.177629741581989
6,3,x14,2.058617614408629
6,3,x15,1.6835271626591026
6,3,x16,1.4713034532950462
6,3,x17,4.242324734668247
6,3,x18,3.919844314030456
6,3,x19,4.016650727680053
6,3,x20,2.1134054273080563
6,3,x21,4.594630724486395
6,3,x22,2.3803721743679285
6,3,x23,1.3685021252882634
6,3,x24,3.51249395837919
6,3,x25,3.073042415491838
6,3,x26,1.7609369712668845
6,3,x27,3.1462006319691103
6,3,x28,2.2639220568889127
6,3,x29,0.9393947016629136
6,3,x30,1.3890282702784316
6,3,x31,2.3911190489299585
6,3,x32,1.8149820688616771
6,3,x33,1.847502355535843
6,3,x34,2.3574365995731466
6,3,x35,2.0684960678030477
6,3,x36,2.56145804836369
6,3,x37,1.7076251251890047
6,3,x38,2.792884378649071
6,3,x39,2.4009069483473
6,10,x00,1.8855143965343801
6,10,x01,1.934679307946815
6,10,x02,1.6172255430154485
6,10,x03,3.0802612958665625
6,10,x04,0.9405027767319019
6,10,x05,9.372534110071273
