model,repeat,p_pos,roc_auc,average_precision,n_iter,study,info_scale
auc_model,36,0.5,0.7407511320181123,0.7132010031571662,29.0,imbalance,
ap_model,36,0.5,0.740933774940399,0.7209364847256878,74.0,imbalance,
penalized_model,36,0.5,0.7405566489063825,0.7204128485751662,25.0,imbalance,
auc_model,37,0.5,0.7437953798179997,0.732163139894117,29.0,imbalance,
ap_model,37,0.5,0.7420413059109057,0.736045269777891,74.0,imbalance,
penalized_model,37,0.5,0.7422107735296222,0.7384329454742128,25.0,imbalance,
auc_model,38,0.5,0.737324027945604,0.7038048959832596,29.0,imbalance,
ap_model,38,0.5,0.7373345081870687,0.7177762732333126,74.0,imbalance,
penalized_model,38,0.5,0.7379374020777438,0.7162625326123444,25.0,imbalance,
auc_model,39,0.5,0.7338375395767924,0.7165648572464567,29.0,imbalance,
ap_model,39,0.5,0.7313714455691994,0.7176661732770819,74.0,imbalance,
penalized_model,39,0.5,0.7330508440675574,0.7232463194215764,25.0,imbalance,
auc_model,0,,0.5144975390437582,0.10783514336479405,21.0,feature_info,0.1
ap_model,0,,0.5144975390437582,0.10783514336479405,21.0,feature_info,0.1
penalized_model,0,,0.508555394426864,0.10595443439526063,28.0,feature_info,0.1
auc_model,1,,0.4822827347698856,0.09940600878400742,21.0,feature_info,0.1
ap_model,1,,0.4822827347698856,0.09940600878400742,21.0,feature_info,0.1
penalized_model,1,,0.4751997871774408,0.09675374720537616,28.0,feature_info,0.1
auc_model,2,,0.5000002210442039,0.10604673310556237,21.0,feature_info,0.1
ap_model,2,,0.5000002210442039,0.10604673310556237,21.0,feature_info,0.1
penalized_model,2,,0.49412199252782174,0.1024335761209109,28.0,feature_info,0.1
auc_model,3,,0.5037668161434977,0.10820749747375366,21.0,feature_info,0.1
ap_model,3,,0.5037668161434977,0.10820749747375366,21.0,feature_info,0.1
penalized_model,3,,0.5214135940873609,0.11413428952653991,28.0,feature_info,0.1
auc_model,4,,0.5144060376281194,0.11209809420377415,21.0,feature_info,0.1
ap_model,4,,0.5144060376281194,0.11209809420377415,21.0,feature_info,0.1
penalized_model,4,,0.5230554046902852,0.10917491699404039,28.0,feature_info,0.1
auc_model,5,,0.49274212193589406,0.09067266826085457,21.0,feature_info,0.1
ap_model,5,,0.49274212193589406,0.09067266826085457,21.0,feature_info,0.1
penalized_model,5,,0.493006417678635,0.09405616110513129,28.0,feature_info,0.1
auc_model,6,,0.5007649717983674,0.09787162461916674,21.0,feature_info,0.1
ap_model,6,,0.5007649717983674,0.09787162461916674,21.0,feature_info,0.1
penalized_model,6,,0.5029195827865259,0.10021076411453321,28.0,feature_info,0.1
auc_model,7,,0.48850070819821906,0.09586777076286927,21.0,feature_info,0.1
ap_model,7,,0.48850070819821906,0.09586777076286927,21.0,feature_info,0.1
penalized_model,7,,0.49468180219498226,0.09657016190418785,28.0,feature_info,0.1
auc_model,8,,0.4914337435745354,0.10166959122865989,21.0,feature_info,0.1
ap_model,8,,0.4914337435745354,0.10166959122865989,21.0,feature_info,0.1
penalized_model,8,,0.4809385238377676,0.09829462980779836,28.0,feature_info,0.1
auc_model,9,,0.5175468450485956,0.10082509760211356,21.0,feature_info,0.1
ap_model,9,,0.5175468450485956,0.10082509760211356,21.0,feature_info,0.1
penalized_model,9,,0.5125673903043501,0.10064621993673338,28.0,feature_info,0.1
auc_model,10,,0.5023369081828134,0.09226842780158627,21.0,feature_info,0.1
ap_model,10,,0.5023369081828134,0.09226842780158627,21.0,feature_info,0.1
penalized_model,10,,0.5108642355409596,0.0934425418459387,28.0,feature_info,0.1
auc_model,11,,0.489863356297381,0.09399127358049038,21.0,feature_info,0.1
ap_model,11,,0.489863356297381,0.09399127358049038,21.0,feature_info,0.1
penalized_model,11,,0.5207918602079186,0.10264735514434944,28.0,feature_info,0.1
auc_model,12,,0.4825478969390002,0.09006155687751805,21.0,feature_info,0.1
ap_model,12,,0.4825478969390002,0.09006155687751805,21.0,feature_info,0.1
penalized_model,12,,0.4828759074649459,0.09030758528385291,28.0,feature_info,0.1
auc_model,13,,0.49343436928430096,0.09982847939160405,21.0,feature_info,0.1
ap_model,13,,0.49343436928430096,0.09982847939160405,21.0,feature_info,0.1
penalized_model,13,,0.5022798270629887,0.10118506857143736,28.0,feature_info,0.1
auc_model,14,,0.5097157489340202,0.10279812384090567,21.0,feature_info,0.1
ap_model,14,,0.5097157489340202,0.10279812384090567,21.0,feature_info,0.1
penalized_model,14,,0.5185884156419519,0.10816907166962282,28.0,feature_info,0.1
auc_model,15,,0.49560473596758275,0.10369234533284322,21.0,feature_info,0.1
ap_model,15,,0.49560473596758275,0.10369234533284322,21.0,feature_info,0.1
penalized_model,15,,0.4927189803192791,0.1021607069591341,28.0,feature_info,0.1
auc_model,16,,0.47437434543285095,0.09677173928218877,21.0,feature_info,0.1
ap_model,16,,0.47437434543285095,0.09677173928218877,21.0,feature_info,0.1
penalized_model,16,,0.4718075801362605,0.09715995316364268,28.0,feature_info,0.1
auc_model,17,,0.49465765303728,0.10295174124583427,21.0,feature_info,0.1
ap_model,17,,0.49465765303728,0.10295174124583427,21.0,feature_info,0.1
penalized_model,17,,0.5159627745957036,0.10728034573153958,28.0,feature_info,0.1
auc_model,18,,0.48367423592032965,0.09878509645771641,21.0,feature_info,0.1
ap_model,18,,0.48367423592032965,0.09878509645771641,21.0,feature_info,0.1
penalized_model,18,,0.4538998111263736,0.09152276985357026,28.0,feature_info,0.1
auc_model,19,,0.4812140321726267,0.09534530997886878,21.0,feature_info,0.1
ap_model,19,,0.4812140321726267,0.09534530997886878,21.0,feature_info,0.1
penalized_model,19,,0.4740228294863388,0.09499087307267079,28.0,feature_info,0.1
auc_model,20,,0.5243810999690816,0.11115549599545917,21.0,feature_info,0.1
ap_model,20,,0.5243810999690816,0.11115549599545917,21.0,feature_info,0.1
penalized_model,20,,0.5272432427019429,0.11307872507663572,28.0,feature_info,0.1
auc_model,21,,0.5109075404280915,0.09999185765087276,21.0,feature_info,0.1
ap_model,21,,0.5109075404280915,0.09999185765087276,21.0,feature_info,0.1
penalized_model,21,,0.5174013471438226,0.10066591250342408,28.0,feature_info,0.1
auc_model,22,,0.5110332788075702,0.10026693495238982,21.0,feature_info,0.1
ap_model,22,,0.5110332788075702,0.10026693495238982,21.0,feature_info,0.1
penalized_model,22,,0.5216966839102832,0.10515906354849067,28.0,feature_info,0.1
auc_model,23,,0.49304807447788285,0.09741809757003395,21.0,feature_info,0.1
ap_model,23,,0.49304807447788285,0.09741809757003395,21.0,feature_info,0.1
penalized_model,23,,0.5047874380228003,0.10151254943736947,28.0,feature_info,0.1
auc_model,24,,0.4789220478789354,0.09306857198416577,21.0,feature_info,0.1
ap_model,24,,0.4789220478789354,0.09306857198416577,21.0,feature_info,0.1
penalized_model,24,,0.48757053523587685,0.09609714002634584,28.0,feature_info,0.1
auc_model,25,,0.5071673875761536,0.10275550526841307,21.0,feature_info,0.1
ap_model,25,,0.5071673875761536,0.10275550526841307,21.0,feature_info,0.1
penalized_model,25,,0.49777265764924733,0.10161878722826914,28.0,feature_info,0.1
auc_model,26,,0.49320931901603554,0.10296449285014406,21.0,feature_info,0.1
ap_model,26,,0.49320931901603554,0.10296449285014406,21.0,feature_info,0.1
penalized_model,26,,0.4829466194520796,0.09906544173228182,28.0,feature_info,0.1
auc_model,27,,0.48426290680268835,0.1008106718481423,21.0,feature_info,0.1
ap_model,27,,0.48426290680268835,0.1008106718481423,21.0,feature_info,0.1
penalized_model,27,,0.5118332057684314,0.10467963218592888,28.0,feature_info,0.1
auc_model,28,,0.49640804114134934,0.10606950964222575,21.0,feature_info,0.1
ap_model,28,,0.49640804114134934,0.10606950964222575,21.0,feature_info,0.1
penalized_model,28,,0.5015372473260142,0.10551291191163861,28.0,feature_info,0.1
auc_model,29,,0.5003974901076029,0.10520936865156975,21.0,feature_info,0.1
ap_model,29,,0.5003974901076029,0.10520936865156975,21.0,feature_info,0.1
penalized_model,29,,0.49509624183224543,0.09638715732087716,28.0,feature_info,0.1
auc_model,30,,0.49235279099752444,0.0944343814008139,21.0,feature_info,0.1
ap_model,30,,0.49235279099752444,0.0944343814008139,21.0,feature_info,0.1
penalized_model,30,,0.4874149234247799,0.09533239060321322,28.0,feature_info,0.1
auc_model,31,,0.4765696435535242,0.09370969376459218,21.0,feature_info,0.1
ap_model,31,,0.4765696435535242,0.09370969376459218,21.0,feature_info,0.1
penalized_model,31,,0.48450376419865315,0.09552879373869105,28.0,feature_info,0.1
auc_model,32,,0.521658132149951,0.10711156095397797,21.0,feature_info,0.1
ap_model,32,,0.521658132149951,0.10711156095397797,21.0,feature_info,0.1
penalized_model,32,,0.5035070873403121,0.10044316571618185,28.0,feature_info,0.1
auc_model,33,,0.5308650052339158,0.10809712927958391,21.0,feature_info,0.1
ap_model,33,,0.5308650052339158,0.10809712927958391,21.0,feature_info,0.1
penalized_model,33,,0.5324107031747541,0.10763537919709977,28.0,feature_info,0.1
auc_model,34,,0.5116762179867206,0.1016670159597046,21.0,feature_info,0.1
ap_model,34,,0.5116762179867206,0.1016670159597046,21.0,feature_info,0.1
penalized_model,34,,0.4933280017471334,0.09787569269966553,28.0,feature_info,0.1
auc_model,35,,0.4964455207183715,0.10178112376884581,21.0,feature_info,0.1
ap_model,35,,0.4964455207183715,0.10178112376884581,21.0,feature_info,0.1
penalized_model,35,,0.5095338964285145,0.10409642432233604,28.0,feature_info,0.1
auc_model,36,,0.4775229866298798,0.08057597027401973,21.0,feature_info,0.1
ap_model,36,,0.4775229866298798,0.08057597027401973,21.0,feature_info,0.1
penalized_model,36,,0.4971475845306499,0.08430257494736579,28.0,feature_info,0.1
auc_model,37,,0.4859532266189243,0.09415879481560281,21.0,feature_info,0.1
ap_model,37,,0.4859532266189243,0.09415879481560281,21.0,feature_info,0.1
penalized_model,37,,0.48481879589001475,0.0929024223448549,28.0,feature_info,0.1
auc_model,38,,0.5132546686311452,0.10764525944375286,21.0,feature_info,0.1
ap_model,38,,0.5132546686311452,0.10764525944375286,21.0,feature_info,0.1
penalized_model,38,,0.5126610898064441,0.11148320853069443,28.0,feature_info,0.1
auc_model,39,,0.4837546567948097,0.10045858680402722,21.0,feature_info,0.1
ap_model,39,,0.4837546567948097,0.10045858680402722,21.0,feature_info,0.1
penalized_model,39,,0.49388205106960537,0.10333055028585025,28.0,feature_info,0.1
auc_model,0,,0.5533907108063153,0.1263535084364697,77.0,feature_info,0.3
ap_model,0,,0.5552062569305101,0.12542545665702176,45.0,feature_info,0.3
penalized_model,0,,0.5557621415936214,0.1298483713541675,27.0,feature_info,0.3
auc_model,1,,0.5457275570518413,0.11665014558710475,77.0,feature_info,0.3
ap_model,1,,0.5505139170631883,0.11912552647187812,45.0,feature_info,0.3
penalized_model,1,,0.5471590939502122,0.1126634193099898,27.0,feature_info,0.3
auc_model,2,,0.5507726609869302,0.11802477740680357,77.0,feature_info,0.3
ap_model,2,,0.5552567987353223,0.11994012643668993,45.0,feature_info,0.3
penalized_model,2,,0.5523873619651356,0.11980527079005153,27.0,feature_info,0.3
auc_model,3,,0.5586500849649858,0.12311232010586023,77.0,feature_info,0.3
ap_model,3,,0.5675871026398676,0.12727082477053592,45.0,feature_info,0.3
penalized_model,3,,0.56617419445617,0.12844629445961295,27.0,feature_info,0.3
auc_model,4,,0.562981985932654,0.11232471390415577,77.0,feature_info,0.3
ap_model,4,,0.5655335079025494,0.11354841493978693,45.0,feature_info,0.3
penalized_model,4,,0.5631790651440195,0.11956501545116448,27.0,feature_info,0.3
auc_model,5,,0.5674706092219927,0.12773079114891686,77.0,feature_info,0.3
ap_model,5,,0.5727208972024304,0.13177592136089106,45.0,feature_info,0.3
penalized_model,5,,0.5592797701052505,0.12594187841731203,27.0,feature_info,0.3
auc_model,6,,0.5463893092971894,0.1135213029550428,77.0,feature_info,0.3
ap_model,6,,0.5489974102848686,0.11240023667350216,45.0,feature_info,0.3
penalized_model,6,,0.5679873092747676,0.11517448576975846,27.0,feature_info,0.3
auc_model,7,,0.547632452365773,0.1165698528741863,77.0,feature_info,0.3
ap_model,7,,0.5506996675686191,0.11766905153756047,45.0,feature_info,0.3
penalized_model,7,,0.5541958980460949,0.11817402046541807,27.0,feature_info,0.3
auc_model,8,,0.5524679476201894,0.11288628743420129,77.0,feature_info,0.3
ap_model,8,,0.5544434930529393,0.11465715778471224,45.0,feature_info,0.3
penalized_model,8,,0.5567140459636264,0.11576477563741347,27.0,feature_info,0.3
auc_model,9,,0.5254134969264315,0.11625600932836672,77.0,feature_info,0.3
ap_model,9,,0.5364229339408988,0.12017507527102438,45.0,feature_info,0.3
penalized_model,9,,0.5522339308580333,0.12745472898700294,27.0,feature_info,0.3
auc_model,10,,0.5467288250289194,0.11154681450189169,77.0,feature_info,0.3
ap_model,10,,0.5574274710849798,0.11260796950795338,45.0,feature_info,0.3
penalized_model,10,,0.5576052836231773,0.11252982503623624,27.0,feature_info,0.3
auc_model,11,,0.541578555679494,0.11856873434261928,77.0,feature_info,0.3
ap_model,11,,0.545811569413532,0.12014115915937248,45.0,feature_info,0.3
penalized_model,11,,0.5538655930859692,0.12260685895926741,27.0,feature_info,0.3
auc_model,12,,0.5378380977746212,0.11364263475657077,77.0,feature_info,0.3
ap_model,12,,0.5425927473262032,0.1144372324609188,45.0,feature_info,0.3
penalized_model,12,,0.5465797247521168,0.11630297318881834,27.0,feature_info,0.3
auc_model,13,,0.5456493890421757,0.12165449625179899,77.0,feature_info,0.3
ap_model,13,,0.5536496258877387,0.1233138944711494,45.0,feature_info,0.3
penalized_model,13,,0.5577416948461023,0.12350899878930782,27.0,feature_info,0.3
auc_model,14,,0.5535542858316264,0.12146580238710297,77.0,feature_info,0.3
ap_model,14,,0.5564888111995812,0.12119169379977171,45.0,feature_info,0.3
penalized_model,14,,0.562483208671085,0.12017699146025189,27.0,feature_info,0.3
auc_model,15,,0.5230693656160734,0.10660028852380006,77.0,feature_info,0.3
ap_model,15,,0.5270197227571625,0.10940742171742741,45.0,feature_info,0.3
penalized_model,15,,0.5281016548069692,0.10932149023914046,27.0,feature_info,0.3
auc_model,16,,0.523896340339233,0.09935940804642168,77.0,feature_info,0.3
ap_model,16,,0.5238119929941003,0.09854812359625584,45.0,feature_info,0.3
penalized_model,16,,0.5394344579646018,0.11071818330998268,27.0,feature_info,0.3
auc_model,17,,0.5269335555555555,0.10535364312840964,77.0,feature_info,0.3
ap_model,17,,0.530602,0.10604812730954254,45.0,feature_info,0.3
penalized_model,17,,0.5404408888888889,0.11622921437431741,27.0,feature_info,0.3
auc_model,18,,0.5277672954279584,0.10818550737869309,77.0,feature_info,0.3
ap_model,18,,0.54060959656131,0.11095119261686605,45.0,feature_info,0.3
penalized_model,18,,0.5551051140090316,0.11447181654810266,27.0,feature_info,0.3
auc_model,19,,0.5408470532184918,0.12018730692205848,77.0,feature_info,0.3
ap_model,19,,0.5486560897886559,0.1203838351214912,45.0,feature_info,0.3
penalized_model,19,,0.5671903506950133,0.12646869214793838,27.0,feature_info,0.3
auc_model,20,,0.5199228970892021,0.09802744819845391,77.0,feature_info,0.3
ap_model,20,,0.529208833059113,0.1000072359454504,45.0,feature_info,0.3
penalized_model,20,,0.5436428361891454,0.10578534591913666,27.0,feature_info,0.3
auc_model,21,,0.5345869447901409,0.11428215738073164,77.0,feature_info,0.3
ap_model,21,,0.5403367878500864,0.11423683230184403,45.0,feature_info,0.3
penalized_model,21,,0.5622088348990628,0.12388214717965843,27.0,feature_info,0.3
auc_model,22,,0.5335645510513246,0.11701510502928097,77.0,feature_info,0.3
ap_model,22,,0.5365647721781073,0.11758370644069538,45.0,feature_info,0.3
penalized_model,22,,0.5348179551565032,0.11719587601651782,27.0,feature_info,0.3
auc_model,23,,0.5626212654532967,0.11944767943056968,77.0,feature_info,0.3
ap_model,23,,0.5623529790521978,0.11901953487408398,45.0,feature_info,0.3
penalized_model,23,,0.5585398780906593,0.11891630738865668,27.0,feature_info,0.3
auc_model,24,,0.5378803642448202,0.11226612648780691,77.0,feature_info,0.3
ap_model,24,,0.5408365554048975,0.11167329533342865,45.0,feature_info,0.3
penalized_model,24,,0.5638432570417506,0.11612835929363202,27.0,feature_info,0.3
auc_model,25,,0.545592,0.1087167700465303,77.0,feature_info,0.3
ap_model,25,,0.5534191111111111,0.11070026559727389,45.0,feature_info,0.3
penalized_model,25,,0.5708871111111111,0.12091438984541547,27.0,feature_info,0.3
auc_model,26,,0.5362185612677102,0.1079532497510121,77.0,feature_info,0.3
ap_model,26,,0.5438417188980603,0.10956581683615338,45.0,feature_info,0.3
penalized_model,26,,0.5428537178477241,0.11577909642419124,27.0,feature_info,0.3
auc_model,27,,0.541976687104754,0.11117414061191414,77.0,feature_info,0.3
ap_model,27,,0.5478232451502513,0.11421244743978379,45.0,feature_info,0.3
penalized_model,27,,0.542964443961643,0.11390811078353587,27.0,feature_info,0.3
auc_model,28,,0.5301078913178557,0.10732824416530598,77.0,feature_info,0.3
ap_model,28,,0.5359892214596396,0.10825542862279361,45.0,feature_info,0.3
penalized_model,28,,0.5440682723267243,0.11094215021885202,27.0,feature_info,0.3
auc_model,29,,0.5397395809765148,0.1114405988811936,77.0,feature_info,0.3
ap_model,29,,0.5476035114711073,0.11359847946728499,45.0,feature_info,0.3
penalized_model,29,,0.5611869315353636,0.11745521546993296,27.0,feature_info,0.3
auc_model,30,,0.5326673087050303,0.10564258582131224,77.0,feature_info,0.3
ap_model,30,,0.5392964449830834,0.10872811657303892,45.0,feature_info,0.3
penalized_model,30,,0.5443261212226141,0.10945704873183384,27.0,feature_info,0.3
auc_model,31,,0.5510558603463392,0.12164856500673597,77.0,feature_info,0.3
ap_model,31,,0.5552815806752467,0.12183912650001906,45.0,feature_info,0.3
penalized_model,31,,0.5530411211714286,0.12393686620805522,27.0,feature_info,0.3
auc_model,32,,0.5550011335408755,0.1174129189167715,77.0,feature_info,0.3
ap_model,32,,0.5652637822820684,0.11987863389139615,45.0,feature_info,0.3
penalized_model,32,,0.5597313929598017,0.12383033323075429,27.0,feature_info,0.3
auc_model,33,,0.5617449629074549,0.11546991058908657,77.0,feature_info,0.3
ap_model,33,,0.5636117721584002,0.11696777210218035,45.0,feature_info,0.3
penalized_model,33,,0.5951690795807285,0.13864927368112384,27.0,feature_info,0.3
auc_model,34,,0.5379082222222222,0.11327207273635184,77.0,feature_info,0.3
ap_model,34,,0.5464115555555555,0.11594953443371904,45.0,feature_info,0.3
penalized_model,34,,0.5400026666666666,0.12236599164332272,27.0,feature_info,0.3
auc_model,35,,0.5437245197946035,0.11012018938734008,77.0,feature_info,0.3
ap_model,35,,0.5481195931417816,0.11137508342655775,45.0,feature_info,0.3
penalized_model,35,,0.5510925576606875,0.11424829995251189,27.0,feature_info,0.3
auc_model,36,,0.536852793121716,0.117038512906948,77.0,feature_info,0.3
ap_model,36,,0.5430629869212339,0.11643958769261992,45.0,feature_info,0.3
penalized_model,36,,0.5474874656538574,0.11922718226626702,27.0,feature_info,0.3
auc_model,37,,0.5380518997903535,0.10910712673122736,77.0,feature_info,0.3
ap_model,37,,0.539300839287342,0.10902295866376371,45.0,feature_info,0.3
penalized_model,37,,0.5418629181537081,0.11130315074526939,27.0,feature_info,0.3
auc_model,38,,0.5441215555555555,0.10984395603810011,77.0,feature_info,0.3
ap_model,38,,0.555182,0.1139819945415482,45.0,feature_info,0.3
penalized_model,38,,0.5536213333333333,0.11376209314872215,27.0,feature_info,0.3
auc_model,39,,0.5576331847171143,0.11298655660959801,77.0,feature_info,0.3
ap_model,39,,0.558465823805379,0.11394285960726433,45.0,feature_info,0.3
penalized_model,39,,0.5649811109225413,0.12120344119502564,27.0,feature_info,0.3
auc_model,0,,0.575258467023173,0.12360406917371293,33.0,feature_info,0.5
ap_model,0,,0.575258467023173,0.12360406917371293,33.0,feature_info,0.5
penalized_model,0,,0.5782028946512854,0.12109183730896661,21.0,feature_info,0.5
auc_model,1,,0.6086527730082417,0.1467486046100267,33.0,feature_info,0.5
ap_model,1,,0.6086527730082417,0.1467486046100267,33.0,feature_info,0.5
penalized_model,1,,0.6040006868131869,0.13356581320109445,21.0,feature_info,0.5
auc_model,2,,0.6188905207575517,0.13143321281024195,33.0,feature_info,0.5
ap_model,2,,0.6188905207575517,0.13143321281024195,33.0,feature_info,0.5
penalized_model,2,,0.6058902709631308,0.12450215975553391,21.0,feature_info,0.5
auc_model,3,,0.6046595906893761,0.13680960548231358,33.0,feature_info,0.5
ap_model,3,,0.6046595906893761,0.13680960548231358,33.0,feature_info,0.5
penalized_model,3,,0.6064862837029508,0.1398144470440396,21.0,feature_info,0.5
auc_model,4,,0.580836090594324,0.12688060301965423,33.0,feature_info,0.5
ap_model,4,,0.580836090594324,0.12688060301965423,33.0,feature_info,0.5
penalized_model,4,,0.5861990242224158,0.12194517615327367,21.0,feature_info,0.5
auc_model,5,,0.5835702032817683,0.12919731947410282,33.0,feature_info,0.5
ap_model,5,,0.5835702032817683,0.12919731947410282,33.0,feature_info,0.5
penalized_model,5,,0.5847137355430053,0.12622793447799158,21.0,feature_info,0.5
auc_model,6,,0.5929052464239817,0.13151801983843076,33.0,feature_info,0.5
ap_model,6,,0.5929052464239817,0.13151801983843076,33.0,feature_info,0.5
penalized_model,6,,0.6020091413278026,0.13384688841512077,21.0,feature_info,0.5
auc_model,7,,0.5828094561106973,0.12216364368937968,33.0,feature_info,0.5
ap_model,7,,0.5828094561106973,0.12216364368937968,33.0,feature_info,0.5
penalized_model,7,,0.5831013113791326,0.11841937541795305,21.0,feature_info,0.5
auc_model,8,,0.5838719344898906,0.13504009721975418,33.0,feature_info,0.5
ap_model,8,,0.5838719344898906,0.13504009721975418,33.0,feature_info,0.5
penalized_model,8,,0.5826339116120045,0.1303181386316356,21.0,feature_info,0.5
auc_model,9,,0.5867704032944008,0.13185330705033144,33.0,feature_info,0.5
ap_model,9,,0.5867704032944008,0.13185330705033144,33.0,feature_info,0.5
penalized_model,9,,0.5790245161089558,0.12176803198822736,21.0,feature_info,0.5
auc_model,10,,0.5875095645165326,0.1268672681553479,33.0,feature_info,0.5
ap_model,10,,0.5875095645165326,0.1268672681553479,33.0,feature_info,0.5
penalized_model,10,,0.5779577787230716,0.12786076427181564,21.0,feature_info,0.5
auc_model,11,,0.5875818604022389,0.12728996418701405,33.0,feature_info,0.5
ap_model,11,,0.5875818604022389,0.12728996418701405,33.0,feature_info,0.5
penalized_model,11,,0.5850586691171311,0.1266508627191917,21.0,feature_info,0.5
auc_model,12,,0.5575392432819929,0.11373068369447073,33.0,feature_info,0.5
ap_model,12,,0.5575392432819929,0.11373068369447073,33.0,feature_info,0.5
penalized_model,12,,0.5540786566140061,0.11145193155644627,21.0,feature_info,0.5
auc_model,13,,0.5924613204264986,0.13926151102761586,33.0,feature_info,0.5
ap_model,13,,0.5924613204264986,0.13926151102761586,33.0,feature_info,0.5
penalized_model,13,,0.5883673911412179,0.12845650815691156,21.0,feature_info,0.5
auc_model,14,,0.5904856058921159,0.13076778377096604,33.0,feature_info,0.5
ap_model,14,,0.5904856058921159,0.13076778377096604,33.0,feature_info,0.5
penalized_model,14,,0.5882388231881003,0.13006477890788531,21.0,feature_info,0.5
auc_model,15,,0.595330878394196,0.14140778286626432,33.0,feature_info,0.5
ap_model,15,,0.595330878394196,0.14140778286626432,33.0,feature_info,0.5
penalized_model,15,,0.5938839842903658,0.13227256453133984,21.0,feature_info,0.5
auc_model,16,,0.5944458685330896,0.1247026208472232,33.0,feature_info,0.5
ap_model,16,,0.5944458685330896,0.1247026208472232,33.0,feature_info,0.5
penalized_model,16,,0.5879919607100135,0.11845871043843084,21.0,feature_info,0.5
auc_model,17,,0.5881578246917074,0.12579821840931482,33.0,feature_info,0.5
ap_model,17,,0.5881578246917074,0.12579821840931482,33.0,feature_info,0.5
penalized_model,17,,0.6042236641488814,0.13097643973370263,21.0,feature_info,0.5
auc_model,18,,0.5991789982753839,0.1386353401727958,33.0,feature_info,0.5
ap_model,18,,0.5991789982753839,0.1386353401727958,33.0,feature_info,0.5
penalized_model,18,,0.599909505029987,0.13139525580947342,21.0,feature_info,0.5
auc_model,19,,0.601734584537455,0.13666784006550275,33.0,feature_info,0.5
ap_model,19,,0.601734584537455,0.13666784006550275,33.0,feature_info,0.5
penalized_model,19,,0.6029595956316093,0.1331050510843904,21.0,feature_info,0.5
auc_model,20,,0.5894366260916784,0.12903886061830055,33.0,feature_info,0.5
ap_model,20,,0.5894366260916784,0.12903886061830055,33.0,feature_info,0.5
penalized_model,20,,0.5871306393954477,0.12283959654817904,21.0,feature_info,0.5
auc_model,21,,0.6072279048089811,0.14143423220170978,33.0,feature_info,0.5
ap_model,21,,0.6072279048089811,0.14143423220170978,33.0,feature_info,0.5
penalized_model,21,,0.6014852684679857,0.1316380142977252,21.0,feature_info,0.5
auc_model,22,,0.6057726502339313,0.13859183263712965,33.0,feature_info,0.5
ap_model,22,,0.6057726502339313,0.13859183263712965,33.0,feature_info,0.5
penalized_model,22,,0.594022301982302,0.1293465549332439,21.0,feature_info,0.5
auc_model,23,,0.576535205213527,0.1264553758850781,33.0,feature_info,0.5
ap_model,23,,0.576535205213527,0.1264553758850781,33.0,feature_info,0.5
penalized_model,23,,0.5651459819807408,0.11979447029880849,21.0,feature_info,0.5
auc_model,24,,0.6112810646396483,0.14718076975584088,33.0,feature_info,0.5
ap_model,24,,0.6112810646396483,0.14718076975584088,33.0,feature_info,0.5
penalized_model,24,,0.6025322857021618,0.13326121437896982,21.0,feature_info,0.5
auc_model,25,,0.5759185936015205,0.11764645568356666,33.0,feature_info,0.5
ap_model,25,,0.5759185936015205,0.11764645568356666,33.0,feature_info,0.5
penalized_model,25,,0.5721313181591927,0.11347123479321786,21.0,feature_info,0.5
auc_model,26,,0.5951917990950086,0.11978521447994625,33.0,feature_info,0.5
ap_model,26,,0.5951917990950086,0.11978521447994625,33.0,feature_info,0.5
penalized_model,26,,0.6018105618359278,0.12024121609543881,21.0,feature_info,0.5
auc_model,27,,0.574724142699115,0.11704303827473321,33.0,feature_info,0.5
ap_model,27,,0.574724142699115,0.11704303827473321,33.0,feature_info,0.5
penalized_model,27,,0.586210130899705,0.11886848454300812,21.0,feature_info,0.5
auc_model,28,,0.5768947335793588,0.13855214478047162,33.0,feature_info,0.5
ap_model,28,,0.5768947335793588,0.13855214478047162,33.0,feature_info,0.5
penalized_model,28,,0.5719606074577007,0.13254605226262411,21.0,feature_info,0.5
auc_model,29,,0.595963391667309,0.13328862113369894,33.0,feature_info,0.5
ap_model,29,,0.595963391667309,0.13328862113369894,33.0,feature_info,0.5
penalized_model,29,,0.5978819149990638,0.1301179281889613,21.0,feature_info,0.5
auc_model,30,,0.5883195029217047,0.13284124165644814,33.0,feature_info,0.5
ap_model,30,,0.5883195029217047,0.13284124165644814,33.0,feature_info,0.5
penalized_model,30,,0.5981125142726951,0.1298327593997582,21.0,feature_info,0.5
auc_model,31,,0.5947440726393816,0.1402081551526885,33.0,feature_info,0.5
ap_model,31,,0.5947440726393816,0.1402081551526885,33.0,feature_info,0.5
penalized_model,31,,0.5934860648172543,0.1335300691690054,21.0,feature_info,0.5
auc_model,32,,0.5807380569801447,0.1320545037853117,33.0,feature_info,0.5
ap_model,32,,0.5807380569801447,0.1320545037853117,33.0,feature_info,0.5
penalized_model,32,,0.5791686559578629,0.12750693291057516,21.0,feature_info,0.5
auc_model,33,,0.6257873561842504,0.14821423780511508,33.0,feature_info,0.5
ap_model,33,,0.6257873561842504,0.14821423780511508,33.0,feature_info,0.5
penalized_model,33,,0.6093052197247187,0.13858037966235254,21.0,feature_info,0.5
auc_model,34,,0.6027023448823132,0.14421145636197394,33.0,feature_info,0.5
ap_model,34,,0.6027023448823132,0.14421145636197394,33.0,feature_info,0.5
