model,repeat,p_pos,roc_auc,average_precision,n_iter,study,info_scale
ap_model,33,,0.8746590133740484,0.5566283253047206,80.0,feature_info,1.8
penalized_model,33,,0.8733305898012995,0.5629326439992721,34.0,feature_info,1.8
auc_model,34,,0.8653412650228209,0.5032389546432401,62.0,feature_info,1.8
ap_model,34,,0.8653647510416159,0.5039889550728183,80.0,feature_info,1.8
penalized_model,34,,0.8663586266780979,0.5074355528206621,34.0,feature_info,1.8
auc_model,35,,0.8601189356912282,0.49721558537151606,62.0,feature_info,1.8
ap_model,35,,0.8586919835040042,0.49703857366797066,80.0,feature_info,1.8
penalized_model,35,,0.860660677672566,0.5023345171693219,34.0,feature_info,1.8
auc_model,36,,0.8738279683694586,0.5187034568774997,62.0,feature_info,1.8
ap_model,36,,0.8714921942660249,0.5161314349786363,80.0,feature_info,1.8
penalized_model,36,,0.8738471992152046,0.5222788909811761,34.0,feature_info,1.8
auc_model,37,,0.8731855473525527,0.5112222006919188,62.0,feature_info,1.8
ap_model,37,,0.8718704429797481,0.5098659552349502,80.0,feature_info,1.8
penalized_model,37,,0.875226916521106,0.5200642891345337,34.0,feature_info,1.8
auc_model,38,,0.8793283265050112,0.5334611383202618,62.0,feature_info,1.8
ap_model,38,,0.8772353865705413,0.5317477269202658,80.0,feature_info,1.8
penalized_model,38,,0.8812653728409648,0.5251213650464231,34.0,feature_info,1.8
auc_model,39,,0.8778828366401041,0.551452487972645,62.0,feature_info,1.8
ap_model,39,,0.8752685057190871,0.5518605974402483,80.0,feature_info,1.8
penalized_model,39,,0.8784914213693283,0.5447109071532745,34.0,feature_info,1.8
